Level	Date and Time	Source	Event ID	Task Category
Information	03-08-2019 11:17:14	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (10.0, ‎2024‎-‎04‎-‎14T10:40:21.000000000Z) has successfully loaded and registered with Filter Manager.
Information	03-08-2019 11:17:14	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	03-08-2019 11:17:14	Microsoft-Windows-Dhcp-Client	50103	Service State Event	DHCPv4 client registered for shutdown notification
Information	03-08-2019 11:17:14	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	03-08-2019 11:17:23	SmartByte Network Service	0	None	"The description for Event ID 0 from source SmartByte Network Service cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Service started/resumed

The message resource is present but the message was not found in the message table
"
Information	03-08-2019 11:17:14	Microsoft-Windows-FilterManager	6	None	File System Filter 'wcifs' (10.0, ‎2004‎-‎12‎-‎04T07:01:13.000000000Z) has successfully loaded and registered with Filter Manager.
Information	03-08-2019 11:17:14	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\WUDFHost.exe (process ID:968) reset policy scheme from {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B} to {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B}
Information	03-08-2019 11:17:14	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\WUDFHost.exe (process ID:968) reset policy scheme from {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B} to {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B}
Information	03-08-2019 11:17:14	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\WUDFHost.exe (process ID:968) reset policy scheme from {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B} to {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B}
Information	03-08-2019 11:17:14	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\WUDFHost.exe (process ID:968) reset policy scheme from {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B} to {49EF8FC0-BB7F-488E-B6A0-F1FC77EC649B}
Information	03-08-2019 11:17:13	Microsoft-Windows-Directory-Services-SAM	16962	None	"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information	03-08-2019 11:17:13	Microsoft-Windows-Wininit	14	None	Credential Guard (LsaIso.exe) configuration: 0x0, 0
Information	03-08-2019 11:17:10	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{95c669f6-da48-46c1-8919-85b16e4f7733} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Error	03-08-2019 11:17:09	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Information	03-08-2019 11:17:09	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	03-08-2019 11:17:09	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{63a575af-8a39-4cd1-b27e-7d51c09f397e} (\Device\HarddiskVolume9) is healthy.  No action is needed.
Information	03-08-2019 11:17:09	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{724896b8-88c6-45f4-9950-4c354cad8cdf} (\Device\HarddiskVolume8) is healthy.  No action is needed.
Information	03-08-2019 11:17:08	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{d64d8e01-5445-42ad-9f34-915eb5fc966f} (\Device\HarddiskVolume7) is healthy.  No action is needed.
Warning	03-08-2019 11:17:07	rt640x64	1	None	Realtek PCIe FE Family Controller is disconnected from network.
Information	03-08-2019 11:17:07	Microsoft-Windows-Kernel-Power	521	(220)	Active battery count change.
Information	03-08-2019 11:17:07	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	03-08-2019 11:17:07	MEIx64	2	None	Intel(R) Management Engine Interface driver has started successfully.
Information	03-08-2019 11:17:06	Microsoft-Windows-Kernel-Power	521	(220)	Active battery count change.
Information	03-08-2019 11:17:06	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2300
Maximum performance percentage: 100
Minimum performance percentage: 17
Minimum throttle percentage: 17"
Information	03-08-2019 11:17:06	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2300
Maximum performance percentage: 100
Minimum performance percentage: 17
Minimum throttle percentage: 17"
Information	03-08-2019 11:17:06	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2300
Maximum performance percentage: 100
Minimum performance percentage: 17
Minimum throttle percentage: 17"
Information	03-08-2019 11:17:06	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2300
Maximum performance percentage: 100
Minimum performance percentage: 17
Minimum throttle percentage: 17"
Warning	03-08-2019 11:17:06	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WUDFRd failed to load for the device ACPI\INT3400\2&daba3ff&0.
Information	03-08-2019 11:17:06	Microsoft-Windows-DriverFrameworks-UserMode	10118	Startup of the UMDF reflector	UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts.
Information	03-08-2019 11:16:51	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: NIC compliance
Information	03-08-2019 11:16:50	Microsoft-Windows-FilterManager	6	None	File System Filter 'npsvctrig' (10.0, ‎2094‎-‎02‎-‎20T15:44:30.000000000Z) has successfully loaded and registered with Filter Manager.
Information	03-08-2019 11:16:50	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileCrypt' (10.0, ‎2070‎-‎12‎-‎16T04:43:56.000000000Z) has successfully loaded and registered with Filter Manager.
Information	03-08-2019 11:16:49	Microsoft-Windows-Ntfs	98	None	Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information	03-08-2019 11:16:47	Microsoft-Windows-Ntfs	98	None	Volume E: (\Device\HarddiskVolume6) is healthy.  No action is needed.
Information	03-08-2019 11:16:47	Microsoft-Windows-Ntfs	98	None	Volume D: (\Device\HarddiskVolume5) is healthy.  No action is needed.
Information	03-08-2019 11:16:45	Microsoft-Windows-FilterManager	6	None	File System Filter 'mfehidk' (0.0, ‎2019‎-‎04‎-‎26T08:39:33.000000000Z) has successfully loaded and registered with Filter Manager.
Information	03-08-2019 11:16:45	Microsoft-Windows-FilterManager	6	None	File System Filter 'Wof' (10.0, ‎2036‎-‎09‎-‎29T19:17:10.000000000Z) has successfully loaded and registered with Filter Manager.
Information	03-08-2019 11:16:45	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileInfo' (10.0, ‎2063‎-‎09‎-‎07T20:36:45.000000000Z) has successfully loaded and registered with Filter Manager.
Information	03-08-2019 11:16:44	Microsoft-Windows-Kernel-Boot	30	(21)	The firmware reported boot metrics.
Information	03-08-2019 11:16:44	Microsoft-Windows-Kernel-Boot	25	(32)	The boot menu policy was 0x1.
Information	03-08-2019 11:16:44	Microsoft-Windows-Kernel-Boot	27	(33)	The boot type was 0x0.
Information	03-08-2019 11:16:44	Microsoft-Windows-Kernel-Boot	20	(31)	The last shutdown's success status was true. The last boot's success status was true.
Information	03-08-2019 11:16:44	Microsoft-Windows-Kernel-Boot	32	(58)	The bootmgr spent 0 ms waiting for user input.
Information	03-08-2019 11:16:44	Microsoft-Windows-Kernel-Boot	18	(57)	There are 0x1 boot options on this system.
Information	03-08-2019 11:16:44	Microsoft-Windows-Kernel-Boot	153	(62)	Virtualization-based security (policies: 0) is disabled.
Information	03-08-2019 11:16:44	Microsoft-Windows-Kernel-General	12	(1)	The operating system started at system time ‎2019‎-‎08‎-‎03T05:46:44.500000000Z.
Information	03-08-2019 11:16:23	Microsoft-Windows-Kernel-General	13	(2)	The operating system is shutting down at system time ‎2019‎-‎08‎-‎03T05:46:23.217764600Z.
Information	03-08-2019 11:16:21	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Error	03-08-2019 11:16:20	Service Control Manager	7011	None	A timeout (30000 milliseconds) was reached while waiting for a transaction response from the ModuleCoreService service.
Error	03-08-2019 11:16:20	Service Control Manager	7011	None	A timeout (30000 milliseconds) was reached while waiting for a transaction response from the mfemms service.
Information	03-08-2019 11:16:14	Microsoft-Windows-WLAN-AutoConfig	4001	None	"WLAN AutoConfig service has successfully stopped.
"
Information	03-08-2019 11:17:14	EventLog	6013	None	The system uptime is 30 seconds.
Information	03-08-2019 11:16:00	Microsoft-Windows-Kernel-Power	109	(103)	"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Information	03-08-2019 11:17:14	EventLog	6005	None	The Event log service was started.
Information	03-08-2019 11:17:14	EventLog	6009	None	Microsoft (R) Windows (R) 10.00. 17134  Multiprocessor Free.
Information	03-08-2019 11:15:55	EventLog	6006	None	The Event log service was stopped.
Information	03-08-2019 11:15:53	Microsoft-Windows-Dhcp-Client	50037	Service State Event	DHCPv4 client service is stopped. ShutDown Flag value is 1
Information	03-08-2019 11:15:51	Microsoft-Windows-Dhcp-Client	50106	Service State Event	DHCPv4 is waiting on DHCPv6 service to stop
Information	03-08-2019 11:15:51	Microsoft-Windows-DHCPv6-Client	51057	Service State Event	DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information	03-08-2019 11:15:52	McAfee Service Controller	4	None	The mcbootdelaystartsvc MMS Service entered the Post-Shutdown state.
Information	03-08-2019 11:15:51	McAfee Service Controller	4	None	The mcpltsvc MMS Service entered the Post-Shutdown state.
Information	03-08-2019 11:15:51	Microsoft-Windows-DHCPv6-Client	51047	Service State Event	DHCPv6 client service is stopped. ShutDown Flag value is 1
Information	03-08-2019 11:15:50	Microsoft-Windows-Dhcp-Client	50105	Service State Event	DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information	03-08-2019 11:15:50	Microsoft-Windows-Dhcp-Client	50104	Service State Event	DHCPv4 client received shutdown notification
Information	03-08-2019 11:15:51	McAfee Service Controller	4	None	The mfeavsvc MMS Service entered the Post-Shutdown state.
Information	03-08-2019 11:15:50	McAfee Service Controller	4	None	The mfefire MMS Service entered the Post-Shutdown state.
Information	03-08-2019 11:15:47	Microsoft-Windows-Winlogon	7002	(1102)	User Logoff Notification for Customer Experience Improvement Program
Information	03-08-2019 11:15:36	User32	1074	None	"The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-HNCA8IM) has initiated the restart of computer DESKTOP-HNCA8IM on behalf of user DESKTOP-HNCA8IM\karthikeyaram for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: restart
 Comment: "
Information	03-08-2019 11:13:00	Microsoft-Windows-HttpEvent	15007	None	Reservation for namespace identified by URL prefix http://127.0.0.1:8884:127.0.0.1/ was successfully added.
Information	03-08-2019 11:13:00	Microsoft-Windows-HttpEvent	15008	None	Reservation for namespace identified by URL prefix http://127.0.0.1:8884:127.0.0.1/ was successfully deleted.
Information	03-08-2019 11:12:31	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	03-08-2019 11:12:27	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat was cleared updating 292 keys and creating 79 modified pages.
Information	03-08-2019 11:12:04	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Error	03-08-2019 11:11:14	Service Control Manager	7000	None	"The Dell Hardware Support service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
